Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices
Project_49505,Urban Development,City_B,96.94,579.55,93.43,7.19,8619.42,Not Applicable,21.34,3437711,52,"['Government', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_61094,Urban Development,City_B,54.97,784.99,63.4,6.23,8517.69,Implemented,21.99,968363,22,"['Government', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_49438,Urban Development,City_E,91.83,807.92,71.12,8.25,8003.64,Not Applicable,7.49,8033158,16,"['Government', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Waste Management']"
Project_64148,Urban Development,City_A,96.06,954.53,73.96,9.05,8070.86,Not Applicable,90.02,7177929,21,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']"
Project_49556,Urban Development,City_A,54.88,574.28,44.48,8.43,8005.52,Not Applicable,1.02,3437295,50,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Energy Efficiency']"
Project_48986,Urban Development,City_A,95.14,893.08,81.8,6.93,7973.9,Not Applicable,89.63,1672650,7,"['Government', 'Local Community', 'Government']",High,"['Renewable Energy', 'Waste Management']"
Project_48068,Urban Development,City_C,53.43,912.21,54.95,7.82,8764.59,Not Applicable,4.12,5791491,13,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']"
Project_47482,Urban Development,City_E,97.68,877.4,75.25,6.33,7912.55,Not Applicable,47.38,4855784,10,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_47180,Urban Development,City_D,88.08,925.59,46.2,9.34,8900.6,Not Applicable,23.85,4931257,48,"['Government', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_64191,Urban Development,City_C,54.02,757.91,65.21,6.14,8226.63,Not Applicable,25.31,4840414,40,"['Local Community', 'Government', 'Local Community']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_47117,Urban Development,City_E,88.35,781.76,62.98,8.38,8728.77,Implemented,4.01,1797986,24,"['Government', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_46970,Urban Development,City_E,60.98,954.16,93.38,6.55,8488.72,Planned,86.67,5757985,53,"['Private Sector', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_59623,Urban Development,City_D,55.96,904.09,74.52,4.81,8876.96,Implemented,82.77,7952025,7,"['Local Community', 'Government', 'Environmental Organization']",High,"['Renewable Energy', 'Waste Management']"
Project_55924,Urban Development,City_B,72.27,793.35,51.48,7.45,8922.57,Planned,76.47,8038317,50,"['Private Sector', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_64370,Urban Development,City_B,65.74,637.47,48.72,9.66,8494.65,Not Applicable,24.27,9711610,7,"['Government', 'Government', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_60361,Urban Development,City_A,94.41,677.65,97.19,8.97,8418.99,Not Applicable,50.36,2511342,56,"['Environmental Organization', 'Government', 'Government']",High,"['Renewable Energy', 'Renewable Energy']"
Project_60728,Urban Development,City_A,57.7,923.92,69.05,7.53,8939.49,Planned,27.6,3012439,50,"['Government', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_54058,Urban Development,City_B,67.91,834.82,89.86,6.57,7800.44,Implemented,50.95,3436822,39,"['Private Sector', 'Government', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']"
Project_61226,Urban Development,City_D,58.74,918.5,85.95,4.17,8363.72,Implemented,10.61,4659024,17,"['Government', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_53887,Urban Development,City_D,66.56,977.48,60.03,8.02,8134.52,Planned,81.16,6568813,31,"['Local Community', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_53191,Urban Development,City_A,55.55,804.75,60.38,6.9,8509.54,Not Applicable,92.06,5209643,51,"['Environmental Organization', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Waste Management']"
Project_54277,Urban Development,City_A,96.61,793.63,62.24,9.03,8009.78,Not Applicable,32.48,3408361,37,"['Government', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Green Infrastructure']"
Project_61537,Urban Development,City_B,90.41,523.09,49.58,5.54,7881.6,Planned,46.64,657435,21,"['Government', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_61614,Urban Development,City_E,82.92,887.41,65.35,9.74,8522.48,Not Applicable,64.91,2045037,55,"['Private Sector', 'Private Sector', 'Government']",Medium,"['Green Infrastructure', 'Green Infrastructure']"
Project_60664,Urban Development,City_B,52.16,908.03,77.1,4.09,8733.93,Not Applicable,72.4,2691442,27,"['Local Community', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_54294,Urban Development,City_C,65.44,602.33,89.83,9.15,8692.97,Planned,41.51,7073285,12,"['Environmental Organization', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_52350,Urban Development,City_E,76.64,960.68,94.83,8.91,7928.88,Implemented,1.86,5046946,23,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_52116,Urban Development,City_C,82.82,719.02,84.6,8.69,8552.7,Planned,39.77,8934079,18,"['Government', 'Local Community', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_51341,Urban Development,City_E,50.92,715.16,40.48,7.67,8723.94,Not Applicable,26.77,1600968,51,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']"
Project_54872,Urban Development,City_E,68.27,896.13,90.57,4.93,7939.31,Implemented,79.56,3309296,31,"['Environmental Organization', 'Private Sector', 'Local Community']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_62277,Urban Development,City_C,70.58,626.59,46.92,7.16,8367.28,Not Applicable,65.68,2013281,22,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_51191,Urban Development,City_C,85.85,615.53,78.09,7.26,8025.13,Implemented,83.42,8127674,35,"['Government', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']"
Project_51169,Urban Development,City_B,74.12,606.52,49.51,6.13,8356.47,Planned,8.51,9393008,40,"['Government', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']"
Project_60775,Urban Development,City_B,80.78,881.79,69.52,4.49,7900.63,Not Applicable,15.82,912211,59,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_46932,Urban Development,City_C,88.31,929.76,46.74,6.99,8266,Implemented,15.78,2962721,15,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_49440,Urban Development,City_E,62.32,848.79,55.28,7.99,7900.27,Not Applicable,86.19,5799738,51,"['Government', 'Private Sector', 'Local Community']",High,"['Renewable Energy', 'Waste Management']"
Project_44632,Urban Development,City_A,65.38,912.57,62.42,9.18,8001.13,Implemented,66.21,4123812,19,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_45484,Urban Development,City_D,73.2,676.21,42.71,7.52,8836.7,Planned,99.45,7397554,9,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']"
Project_45588,Urban Development,City_E,95.6,899.82,76.31,9.17,7997.42,Planned,54,4017747,6,"['Private Sector', 'Government', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_56686,Urban Development,City_A,96.38,587.43,79.82,4.94,8746.33,Not Applicable,83.37,4170335,45,"['Government', 'Private Sector', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_58376,Urban Development,City_E,76.3,693.85,50.75,8,7796.62,Implemented,33.4,591129,6,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_64828,Urban Development,City_E,84.8,673.69,95.73,9.49,8677.29,Implemented,43.17,9354696,50,"['Local Community', 'Private Sector', 'Government']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_45267,Urban Development,City_E,78.15,587.33,53.34,9.2,8288.63,Implemented,88.92,1174709,26,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']"
Project_64793,Urban Development,City_A,86.31,794.76,84.27,5.34,8227.06,Planned,30.57,597447,44,"['Private Sector', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_45718,Urban Development,City_C,65.83,708.58,41.39,8.67,8588.97,Not Applicable,19.45,7035910,16,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Waste Management']"
Project_56804,Urban Development,City_D,78.77,652.95,57.34,5.3,8659.35,Implemented,66.81,5679496,43,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Energy Efficiency', 'Waste Management']"
Project_56947,Urban Development,City_C,99.02,944.52,41.72,7.15,7972.26,Implemented,36.15,5629787,60,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_56104,Urban Development,City_E,95.38,704.56,92.36,4.54,7810.57,Planned,22.5,3651942,47,"['Local Community', 'Local Community', 'Government']",High,"['Waste Management', 'Renewable Energy']"
Project_58485,Urban Development,City_D,99.63,870.84,89.95,5.84,8301.82,Implemented,99.25,1265221,30,"['Private Sector', 'Government', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_64893,Urban Development,City_B,61.5,887.75,48.05,6.77,7789.4,Implemented,12.72,4157821,58,"['Government', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']"
Project_56975,Urban Development,City_E,84.12,618.62,69.01,9.79,8192.48,Implemented,93.22,6448025,9,"['Environmental Organization', 'Government', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']"
Project_64600,Urban Development,City_B,60.35,504.44,49.07,6.56,8421.61,Not Applicable,67.19,6309098,34,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_46204,Urban Development,City_C,99.09,612.14,52.09,6.26,8448.42,Implemented,84.01,7597823,36,"['Private Sector', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']"
Project_58323,Urban Development,City_D,92.71,517.25,69.45,7.48,8511.9,Implemented,83.03,2448520,42,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_64598,Urban Development,City_D,87.36,963,57.25,6.81,8132.11,Implemented,86.54,9276335,19,"['Government', 'Government', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_45755,Urban Development,City_B,65.45,589.08,63.98,5.21,8038.93,Planned,69.74,363876,42,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_15654,Water Management,City_B,95.65,929.82,70.06,7.03,7992.98,Not Applicable,50.4,4149407,8,"['Private Sector', 'Environmental Organization', 'Local Community']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_15354,Water Management,City_A,80.47,646.59,48.04,5.25,8228.24,Implemented,31.28,368380,7,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_91881,Water Management,City_E,83.47,971.19,90.16,4.63,7932.07,Implemented,21.38,9451387,41,"['Government', 'Environmental Organization', 'Government']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_13335,Water Management,City_D,83.53,536.46,50.72,6.91,8269.32,Implemented,4.29,7219016,39,"['Local Community', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Waste Management']"
Project_92746,Water Management,City_A,52.46,726.81,94.53,7.34,7920.32,Implemented,17.02,9996397,38,"['Government', 'Environmental Organization', 'Government']",Low,"['Energy Efficiency', 'Waste Management']"
Project_15810,Water Management,City_A,56.18,769.69,99.63,4.91,8081.34,Planned,79.44,3209038,24,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_22227,Water Management,City_D,79.36,934.89,43.92,9.57,7820.62,Implemented,45.82,2583858,42,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Waste Management']"
Project_15229,Water Management,City_C,74.56,909.72,64.02,6.3,8323.51,Planned,67.9,4181348,16,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_68204,Water Management,City_D,78.7,964.55,69.27,5.74,8055,Implemented,32.72,5161757,45,"['Local Community', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Waste Management']"
Project_15502,Water Management,City_A,86.99,641.05,84.63,7.61,8709.86,Implemented,73.36,6403131,52,"['Government', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_21484,Water Management,City_A,96.18,869.45,99.83,8.98,8819.9,Implemented,21.07,928131,41,"['Private Sector', 'Private Sector', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_13871,Water Management,City_D,56.41,796.88,42.55,8.52,8824.66,Implemented,7.94,6698064,10,"['Private Sector', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_13863,Water Management,City_B,98.02,542.99,78.42,5.11,8752.64,Not Applicable,55.25,5649081,28,"['Private Sector', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Renewable Energy']"
Project_14795,Water Management,City_B,58.94,927.47,40.51,6.76,8460.61,Planned,77.44,7270148,12,"['Environmental Organization', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_14767,Water Management,City_E,94.12,764.98,78.58,9.94,7789.74,Implemented,87.39,1572838,21,"['Private Sector', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_92179,Water Management,City_B,84.83,534.64,42.4,7.66,8298.41,Implemented,98.05,8332617,9,"['Environmental Organization', 'Local Community', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_92707,Water Management,City_D,60.35,929.6,70.7,6.7,8494.73,Planned,69.39,2675841,33,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Green Infrastructure']"
Project_15938,Water Management,City_A,88.1,938.23,90.45,5,8662.36,Implemented,94.51,2521869,45,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Energy Efficiency']"
Project_92245,Water Management,City_B,96.21,958.65,56.01,8.35,8114.57,Not Applicable,91.61,8946319,51,"['Local Community', 'Private Sector', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_68107,Water Management,City_A,72.5,899.14,88.33,7.42,8210.15,Planned,84.29,8852642,23,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']"
Project_60941,Water Management,City_C,67.91,527.87,58.48,9.1,8452.89,Planned,60.18,6656587,6,"['Environmental Organization', 'Government', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_13789,Water Management,City_A,63.62,588.19,43.44,6.84,8878.62,Planned,84.79,7875745,47,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']"
Project_88144,Water Management,City_D,85.34,989.94,48.38,6.34,8302.55,Implemented,49.47,1265114,11,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Waste Management']"
Project_19863,Water Management,City_C,56.62,716.03,46.34,9.59,8112.09,Implemented,63.38,8669497,13,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_16593,Water Management,City_B,59.44,950.49,58.6,7.4,8718.6,Not Applicable,75.82,6821535,58,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_15988,Water Management,City_E,82.91,826.58,83.44,9.72,8840.06,Not Applicable,89.26,5079509,47,"['Government', 'Private Sector', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']"
Project_19442,Water Management,City_C,55.81,599.9,91.66,5.54,8519.89,Implemented,25.64,8269016,27,"['Private Sector', 'Government', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_19953,Water Management,City_D,55.95,543.78,52.34,6.53,8289.13,Not Applicable,96.04,7411624,39,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_20094,Water Management,City_E,61.24,811.55,65.91,4.66,8367.94,Not Applicable,54.94,9903930,21,"['Private Sector', 'Private Sector', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Green Infrastructure']"
Project_19117,Water Management,City_E,61.3,903.96,93.9,4.28,8565.61,Implemented,41.14,4406555,19,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']"
Project_20126,Water Management,City_B,51.5,990.96,77.08,7.63,8100.72,Planned,59.75,1189351,51,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Green Infrastructure']"
Project_89192,Water Management,City_A,78.75,993.43,44.48,4.07,8545.82,Implemented,44.45,2986090,50,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Waste Management']"
Project_60036,Water Management,City_D,89.39,923.87,94.97,6.58,7872.14,Not Applicable,76.89,1604993,35,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Waste Management']"
Project_68942,Water Management,City_B,54.18,629.66,68.86,5.74,8410.53,Implemented,67.18,6660265,42,"['Private Sector', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_58868,Water Management,City_B,91.64,676.61,41.8,8.74,8194.68,Not Applicable,23.99,682658,31,"['Private Sector', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_20417,Water Management,City_E,61.65,959.39,89.83,7.24,8925.31,Implemented,50.96,8076067,41,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_89844,Water Management,City_B,82.43,985.49,54.72,7.7,8294.77,Not Applicable,23.19,9980707,30,"['Government', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']"
Project_88749,Water Management,City_B,62.74,702.91,98.95,8,8575.08,Implemented,83.47,2513709,34,"['Environmental Organization', 'Government', 'Environmental Organization']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_89948,Water Management,City_D,85.63,684.34,66.57,6.45,8696.49,Implemented,88.11,8640656,21,"['Private Sector', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_20733,Water Management,City_E,81.18,537.46,83.37,4.47,8323.1,Planned,81.41,6698640,22,"['Government', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_58404,Water Management,City_D,67.04,590.71,62.47,6.49,7783.64,Implemented,4.13,5347416,10,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_88633,Water Management,City_E,55.2,595.81,64.49,4.41,7917.68,Planned,61.24,8754850,21,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']"
Project_60587,Water Management,City_E,55.03,945.51,48.67,9.37,8403.4,Not Applicable,75.11,3278657,29,"['Private Sector', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_69121,Water Management,City_B,95.63,938.68,89.39,4.77,8864.78,Not Applicable,6.63,6472986,31,"['Government', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_17542,Water Management,City_B,81.81,506.01,57.57,5.03,8253.07,Not Applicable,6.31,3972774,31,"['Environmental Organization', 'Government', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_17416,Water Management,City_C,75.38,695.84,67.41,5.97,8849.14,Not Applicable,43.52,5705895,35,"['Private Sector', 'Government', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']"
Project_17404,Water Management,City_C,98.14,604.16,57.9,6.07,8212.92,Implemented,82.68,3496947,59,"['Private Sector', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_17296,Water Management,City_B,59.48,852.6,87.04,7.67,8153.46,Not Applicable,29.09,7869009,15,"['Government', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_21132,Water Management,City_A,91.91,792.3,88.63,4.56,8146.39,Implemented,98.27,2991328,14,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Renewable Energy']"
Project_17039,Water Management,City_B,68.44,976.08,97.44,7.09,8615.4,Planned,48.03,3086552,27,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']"
Project_91222,Water Management,City_C,94.16,916.67,50.25,8.28,7908.49,Not Applicable,39.62,3826163,38,"['Private Sector', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']"
Project_60770,Water Management,City_E,61.39,805.1,55.48,6.37,8770.8,Planned,65.56,2786890,31,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Waste Management', 'Waste Management']"
Project_89377,Water Management,City_E,83.64,700.86,92.56,4.54,8106.28,Planned,85.96,898303,20,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_68211,Water Management,City_D,88.49,602.2,44.33,4.72,8615.89,Planned,40.24,7607555,15,"['Local Community', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_88439,Water Management,City_C,52.98,784.03,77.03,6.88,8482.62,Planned,73.87,9501290,18,"['Government', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']"
Project_16272,Water Management,City_D,94.94,660.51,94.89,9.03,8009.17,Implemented,62.53,6954722,30,"['Environmental Organization', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Waste Management']"
Project_88603,Water Management,City_D,99.2,671.44,87.89,4.27,7865.74,Implemented,69.14,9612661,13,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_13275,Water Management,City_E,51.47,917.56,43.86,9.56,8930.64,Planned,82.98,1122613,52,"['Private Sector', 'Environmental Organization', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_61421,Water Management,City_A,95.98,771.55,54.19,4.08,8819.08,Planned,74.29,1203154,23,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_12803,Water Management,City_C,94.64,689.02,42.23,6.09,8775.95,Not Applicable,85.71,7006922,29,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_64629,Water Management,City_E,79.76,775.32,85.72,6.77,8307.69,Planned,57.42,169909,24,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_64620,Water Management,City_D,72.63,939.12,50.46,7.31,8765.57,Not Applicable,1.42,9067249,55,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']"
Project_4906,Water Management,City_E,68.7,735.1,45.11,6.5,7803.85,Planned,92.75,6335848,38,"['Private Sector', 'Private Sector', 'Private Sector']",High,"['Waste Management', 'Renewable Energy']"
Project_4908,Water Management,City_A,67.8,553.91,81.63,6.66,8692.47,Planned,88.46,6180742,27,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_97882,Water Management,City_E,54.39,777.32,53.08,4.11,8043.67,Planned,89.3,4269116,27,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']"
Project_5672,Water Management,City_A,58.6,829.59,53.16,6.91,8255.08,Not Applicable,70.03,5330003,30,"['Local Community', 'Government', 'Government']",Low,"['Green Infrastructure', 'Waste Management']"
Project_64541,Water Management,City_C,69.16,614.72,97.56,7.46,8165.15,Implemented,59.41,5808549,31,"['Private Sector', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Waste Management']"
Project_4784,Water Management,City_D,61.31,635.44,86.67,7.37,7777.26,Not Applicable,19.27,9480068,53,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Waste Management', 'Waste Management']"
Project_5823,Water Management,City_C,88.71,704.82,45.57,7.12,8805.36,Planned,41.41,2034463,13,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_64539,Water Management,City_A,93.71,981.19,66.94,8.32,8620.86,Planned,50.96,7132492,39,"['Environmental Organization', 'Government', 'Government']",Low,"['Waste Management', 'Waste Management']"
Project_64281,Water Management,City_A,50.55,844.52,93.84,5.08,8445.71,Planned,96.75,3569249,36,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Green Infrastructure']"
Project_6769,Water Management,City_E,77.12,642.15,97.22,5.82,8555.37,Planned,17.66,5634410,14,"['Private Sector', 'Government', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']"
Project_6932,Water Management,City_B,96.28,592.89,95.15,7.07,8176.72,Planned,5.95,4720812,59,"['Local Community', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Waste Management']"
Project_64180,Water Management,City_B,64.38,876.96,45.49,6.1,8498.89,Implemented,50.38,2723216,20,"['Private Sector', 'Government', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']"
Project_96819,Water Management,City_A,96.97,822.21,49.3,5.94,8853.77,Not Applicable,60.04,9491090,45,"['Government', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_7580,Water Management,City_D,51.49,866.95,67.17,6.09,7857.97,Planned,83.51,6531907,28,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_6184,Water Management,City_D,84.25,552.72,76.55,4.03,8533.22,Not Applicable,22.29,8240617,54,"['Private Sector', 'Government', 'Environmental Organization']",Low,"['Green Infrastructure', 'Green Infrastructure']"
Project_96487,Water Management,City_C,65.16,991.23,98.23,5.54,8226.39,Planned,2.1,2403799,39,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']"
Project_4643,Water Management,City_C,74.42,622.07,97.32,6.68,8039.96,Implemented,85.24,3044031,20,"['Environmental Organization', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_3659,Water Management,City_A,56.21,728.05,45.59,8.36,7816.36,Planned,96.18,3357360,34,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Waste Management', 'Renewable Energy']"
Project_207,Water Management,City_A,94.27,798.92,92.25,7.4,8047.46,Implemented,15.19,3357541,27,"['Government', 'Private Sector', 'Private Sector']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_502,Water Management,City_C,97.94,764.08,78.53,9.86,8660.4,Implemented,26.66,9957683,20,"['Government', 'Government', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']"
